STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_HORIZ,Time horizon,METHODOLOGY,Calculation methodology,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2015-03,,99.37953,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2015-04,,99.44366,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2015-05,,99.50742,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2015-06,,99.57019,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2015-07,,99.63189,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2015-08,,99.6929,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2022-05,,99.18546,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2022-06,,99.37721,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2022-07,,99.56271,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2022-08,,99.73763,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2022-09,,99.89987,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2022-10,,100.0483,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2022-11,,100.1832,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2002-08,,99.36311,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2002-09,,99.37939,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2002-10,,99.40952,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2002-11,,99.45518,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2002-12,,99.5178,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2003-01,,99.59832,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2003-02,,99.6967,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2003-03,,99.81264,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2003-04,,99.94097,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2003-05,,100.0771,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2003-06,,100.2165,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2006-Q1,,51.64122,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2006-Q2,,51.87321,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2006-Q3,,54.09877,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2006-Q4,,55.37952,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2010-Q3,,73.42548,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2010-Q4,,75.29182,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2011-Q1,,76.90774,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2011-Q2,,78.35461,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2011-Q3,,77.30557,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2011-Q4,,78.70374,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2012-Q1,,79.99187,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2012-Q2,,81.22282,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2012-Q3,,82.31229,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2012-Q4,,83.30375,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2013-Q1,,84.66943,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2013-Q2,,85.86712,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2013-Q3,,87.30184,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2013-Q4,,89.12143,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2014-Q1,,90.38832,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2014-Q2,,92.2474,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2014-Q3,,93.9565,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2014-Q4,,95.40372,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2015-Q1,,97.20533,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2015-Q2,,99.12917,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2015-Q3,,100.9718,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2015-Q4,,103.298,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2016-Q1,,105.7048,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2016-Q2,,107.9066,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2016-Q3,,110.5422,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2016-Q4,,112.3934,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2017-Q1,,112.0386,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2007-Q3,,58.62639,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2007-Q4,,61.56224,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2008-Q1,,61.56152,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2008-Q2,,61.88646,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2008-Q3,,62.16121,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2008-Q4,,62.81523,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2009-Q1,,61.7369,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2009-Q2,,65.0069,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2009-Q3,,66.62277,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2009-Q4,,68.14085,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2010-Q1,,69.91016,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2010-Q2,,71.72452,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2007-Q1,,56.57766,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2007-Q2,,57.53901,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2004-Q2,,44.13921,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2004-Q3,,45.15688,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2004-Q4,,46.11729,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2017-Q2,,114.8278,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,Q,Quarterly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,Y,Calendar and seasonally adjusted,IX,Index,_Z,Not applicable,N,National,2017-Q3,,117.0834,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2023-03,,100.6014,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2023-04,,100.6771,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2023-05,,100.7396,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2023-06,,100.7877,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2023-07,,100.8206,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2023-08,,100.8381,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2023-09,,100.8412,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2023-10,,100.8324,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2023-11,,100.8141,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2023-12,,100.7886,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,IND,India,M,Monthly,LOCOVR,Cars registrations or sales,IX,Index,_Z,Not applicable,NOR,Normalized,IX,Index,_Z,Not applicable,H,OECD harmonised,2024-01,,100.757,,A,Normal value,0,Units,2,Two,,
